Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
343333,B003CIAP3E,ALYFXG76LRWIG,kiran,2,2,1,1300406400,more color less spice,Got this from a local store. It appears to have  more colour and less spice. Very disappointed with the product. Try at your own risk.
301419,B001E5DQSI,A33NBXGJGUIMYE,lazyin29,2,2,5,1265932800,Chocolate Covered Sunflower Seeds,"I love them! Plus they are good for you! I bought these at my local grocery store, for way more. So I was pleased to see that that sold them here at Amazon.com for 1/2 the price.  They are great for little gifts, or to say thank you to someone.  Plus, people are so excited to get them, because they have never seen or heard of Chocolate covered sunflower seeds.  I don't mind giving them to my kids as a little snack either, because they are an excellent source of B vitamins, Viatmin E and Slenium (antioxidants) Folic Acid, Zinc Protien and Fiber."
422262,B000P03CNC,A23JZ91FCEQJ4C,Nightside,2,2,5,1307577600,Haribo What?,Everyone raves about Haribo gummy bears. Supposedly they are the best. WRONGO! They are overrated and Heidi Quality Gummy Bears are simply the best- and classic. My dad used to buy me these as a child and I continue to enjoy their distinct flavor. My sister was a Haribo fan until I introduced her to these babies and now shes a fan. Taste test and see for yourself.
333748,B0002XIC1O,A1H0GL7TVI84CI,"F. Zuma ""Habanero""",0,0,5,1305590400,Belgian Waffles,"I've been using the whole wheat mix for years.  Most of the time I use it to make waffles in my Belgian Waffle maker.  I usually throw something extra in like pecans, blueberries, or chocolate chips.  They are very good and light."
95150,B003WEC70W,A3HZUANIY1DATX,ervinsvl,2,2,5,1295481600,Amazing!!,"The best of the best.  Soft, chewy, perfect.  I cannot describe it any better.  I have been searching for these since i found them at hershey park in the summer.  Absolutely love them."
424872,B0041CIP3M,AB0Y33G717HOU,nsv,0,0,5,1328140800,"Not exactly *dry* rendang, but wow, is this good!","I've wanted to try dry rendang for a long time.  I've heard it's wonderful.  This wasn't dry, but that's OK--it left me lots of sauce to pour over rice.  If I licked the bowl when I was done, I would never admit it here.<br /><br />I didn't follow the instructions.  (I'm terrible at following instructions.)  I started at the supermarket, while choosing the beef.  This calls for thin slices of beef tenderloin, but that's not exactly in my budget.  I went with chunks of a fairly tough cut of beef.  That meant long simmering, which is not what the instructions call for.<br /><br />I lightly browned the beef and set it aside. (The instructions tell you to pan-fry until medium-done.)  I added the paste and coconut and brought it to a boil.  (Hey, I got something right!)  The ""coconut premix"" was a powder that clumped pretty badly.  I think next time I'll add the coconut premix and the water, so I can see the clumps to break them up, then add the paste.<br /><br />I added the beef back to the pan and covered (which you're not supposed to do,) and let it cook for about an hour and a half.  With tenderloin it would be ready in a few minutes, but if you're broke like me, the sauce holds up well to cheap beef and a long slow simmer.<br /><br />The smell in the house was absolutely wonderful.  The flavor was wonderful as well.  It was a good blend of spices, with no one spice stealing the show.  I know that rendang is supposed to have hot peppers, but I don't know exactly how hot it's supposed to be.  This was extremely mild.  Leftovers may meet a little <a href=""http://www.amazon.com/gp/product/B000LO40AG"">Sriracha</a> to warm things up a bit.  Next time I make this I may introduce some hot peppers before simmering.<br /><br />But oh yes, there will be a next time."
447164,B0006FLWY2,ATGX4CBM8YP5R,"Riledup ""Jim""",0,0,5,1312761600,This is what canned tuna is supposed to be!,"I first bought Genova Tonno in olive oil a few years ago from an upscale market near our downtown apartment. It was on clearance for half price (&lt; $1 for 5 ounce can), so I picked up a couple cans. Wow! this tuna was the way I remembered it should be. Solid packed, moist, and not a floating mess of tuna bits you find now in those cheap Chicken of the Sea and Starkist products. I immediately bought out the remaining dozen cans, and was sad when I finished the last one.<br /><br />Since then we moved from the downtown, and I was pleasantly surprised to find it still at some of the Milwaukee area Pick N Save stores. It usually retails for about $1.90 and is rarely on sale. I think the last time I bought some, I saved a nickel a can. It doesn't matter, because I always know it'll be good. I can eat it plain, but a little mayo and I get two hearty sandwiches out it.<br /><br />So ignore the water canned stuff and buy this if you see it in your store or here on Amazon if you don't. You won't be disappointed."
18750,B000FFRU3U,ATXIC0MW36HXX,AKT,0,0,5,1269993600,Cant get enough,I absolutely love this oatmeal. Bought it originally when I had a baby for convenience purposes only...and now it has become one of my staples!!
174442,B002GWHDV4,A1MNKGULFRTL5A,"R. Macdermott ""Becky M""",0,0,5,1344384000,Really good tasting coffee!,"My husband and I both really loved this coffee! You won't be disappointed. It is not too dark and not too mild either and it has a really distinct flavor which you will love! The only thing is that it is kind of expensive (to buy it all at once) only not when you consider what it would cost in the store in those 12 ounce bags! that would come to about $6.80 a bag, so really it's NOT a bad price! I'm going to have to get some more!"
18043,B008ZRKZSM,A1OP84AORCS6YL,John V,0,0,5,1344211200,Excellent Product,This product is an excellent addition to my morning protein shakes. I have used this product every morning for the last 45 days in my chocolate high protein shake to give it a Peanut Butter Chocolate Treat to it. Sometimes when I am craving a nighttime sweet dessert I use chocolate protein with the PB2 to create an amazing dessert to curb my cravings. This works great especially for those watching what you eat and trying to lose weight.
28726,B00061EOHI,A2FC2TZY8QSN51,RW,3,3,5,1279065600,terrific,"Pops pure white. No chemical taste. Butter flavor is not really buttered flavor. I've tried both and can't tell a difference. Will always buy, and have on hand, Black Jewel popcorn."
121972,B003M63C0E,AX0DOIT232126,Jet,1,1,5,1319932800,Holistic Select Dog Food,"I have been feeding my dog Holistic Select Radiant Adult Health Lamb Meal Formula for approximately 4 yrs.  He loves it and, in my view, it is a very healthy dog formula. I purchased this product because my dog had a urinary infection due to crystals in his urine when he was a small pup and my vet suggested I change his diet to a formula with a lower percentage of protein.  My dog has not had any problems since using Holistic Select. I rate this product 5 stars."
225289,B001ELL4X6,A1GZSB0KH1U68O,Carol Hastings,0,0,5,1235779200,Very Good and Tasty,"I have been trying to watch what I eat and have started carrying some dried fruit in my bag for those times I cannot carry apples or other fruit.  This fruit tastes great and is now one of my favorites that I have tried.  On tip is to put a serving size into a smaller bag to make sure you do not eat too many, I did find myself eating a bit too much if I had the big bag around."
77403,B004JQXB20,A1ZANWIPLMNR0R,Ellen B,0,0,5,1328486400,great coffee,Great coffee-doesn't bother my stomach at all.  A treat!  Thank you for the great product. I will order this product again.
63762,B002IEZJMA,A28TWWUAWFVCTR,Never pay retail,0,0,2,1342483200,Not my cup of tea...or coffee as the case may be,Maybe I'm not their target customer since I don't generally drink iced coffee but frankly I thought this was kinda gross.  Drinking yesterday's coffee left in the pot without reheating it would be equally satisfying as  this canned beverage.  Didn't enjoy the flavor nor did I find it refreshing in any way.  I'm glad my Vine sample was only one can!
85877,B000QSQSHA,A2KBC8B3Z8DZO2,Datwoman,0,0,5,1288742400,AvoDerm,"I used AvoDerm products when my Basenji, Emmy, was alive.  She thrived on the dog food and dog bone treats.  Her coat was shiny and soft while eating both the can and dry food.  She passed away of old age.  My daughter has a Boxer with digestive issues.  After introducing Rocky, the Boxer, to AvoDerm his problems disappeared.  Buying the food online is a cost savings compared to Petco and PetsMart high prices.  Thank you, Amazon!"
552229,B002GP442M,A1C0H03JLCIK6A,Heather M. Jones,2,4,5,1276819200,My 2-year old's favorite food,"This is one of the few foods my 2-year old will actually eat.  He will spot any Tandoor Chef package and demand ""Saag! Saag!"" (he actually eats mainly the paneer portion).  My husband and I love these as well."
305575,B000GFYRM6,A3KJ9ONYM913Z,Jane Olson,0,1,5,1225065600,Organic Green Tea,"<a href=""http://www.amazon.com/gp/product/B000GFYRM6"">Bigelow Decaffeinated Organic Green Tea, 40-Count Boxes (Pack of 6)</a><br /><br />I found this to be an excellent tea, with a wonderful smell and taste. If you are looking for a delicious and healthy green tea, then get this one! I highly recommend it."
274123,B000FFIIUO,A149QJQ7IZAPYK,Christel Block,4,4,1,1174262400,Not for capped teeth!,"Extremely hard-not our favorite.  We have always been pleased with Ener-G foods, but this was a bitter disappointment."
155288,B000GAT6NG,AYZ2ZWR4T88X3,PeaceLover.,0,0,5,1327276800,The Best!,"I use this product on my body and hair. IT IS THE ABSOLUTE BEST!!!!! it moisturizes like no other. i use it on my hair as a light deep conditioner. i put it on my hair before i wash my hair.like a hot oil treatment. i just let it marinate in my scalp and stuff. and then i wash my hair. it leaves it soooo soft and it even detangles!!! and it leaves my hair feeling strong and it is growing. but be careful if u use too much on ur hair it will become very very greasy and heavy. u only need a tad. okay next, i use it on my skin! i wash my face and i put it on my face afterwards. it leaves my face feeling extremely soft, clean and moisturized. also, it doesnt clog my pores. and once or twice a week i will do a soothing bath with the coconut oil. a warm bath mixed with the oil, is sooooo heavenly. Lol. Also use it when i shower too. it leaves my skin feeling soo soft. like i have eczema and it doesnt irritate it at all. my skin loves this stuff. it melts fast and the smell will takes some getting used to. i havent tried cooking with it yet because i really just wanted to use it on my skin cause i have extremely sensitive skin and eczema and i needed something pure and organic. and honestly, i can see my skin clearing up. my eczema is less itchy and actually looks better and is under control. coconut oil is so vital to my everyday skin care regimen. best thing ever."
256360,B0013L2FJY,A1ZG4WRCU7NTN2,"Alina Vorokh ""danceholic""",1,1,5,1332806400,Yum!,"I am a coffee lover and I felt in love with this one since since my Vietnamese friend introduced me to it. I still add Splenda or sugar to it but it is not necessary . A great product for home/ work, etc."
465477,B004OVATOI,AQ2UN38CMK119,P. Mann,0,0,5,1314144000,Everyone enjoyed these,"In my household are a vegetarian, a teenage boy, and a college student. I also have a family member with celiac disease. These bars worked for everyone. More important, everyone enjoyed them. It's always tough to describe food, but these are, of course, very peanut-y, and there is a slight hint of what is almost a jelly flavor. The bars are moderately chewy, and one bar does a very good job of quelling a hunger pang. As I said, everyone tried one, and five out of five people enjoyed these."
169094,B000FBOA5K,A37OWJON5B66KF,N. Painter,0,0,5,1226361600,Great fiber food,This is great for extra fiber in your diet.  Melt your favorite cheese on it. You can easily use this product in your daily 2 snacks by adding something with protein on it.  Another idea is spreadable honey with cinnamon sprinkled on top -- be sure to get your protein someway too.
558473,B000GW68Z8,A3AOMIFPURQB7D,Guges,0,0,5,1322784000,My favorite coffee flavoring!,"These sweetener packets are just the right size for a cup of coffee.  Easy to take to work or travel with, and the flavor is just perfect!  To put the icing on the cake Amazon offers the subscribe and save on these for a discount that puts them below the price I would pay at my local grocery store!"
317994,B001XWRGS8,A3EQG48K8TNPB0,Ms. Cocobrown,0,0,5,1335312000,Great product and strong vanilla flavor.,I've bought this product a few times from my local grocery store and I like it very much. I love the fact that it's organic and has a very good vanilla flavor. I would rather pay a little bit more money for this organic vanilla extract because it is a real product and doesn't contain any artificial ingredients. So-called vanilla extract just doesn't compare to this brand in my honest opinion. I would recommend this product for sure.
244006,B00032HPBW,A350W8SOVC92FM,Briana Bryant,0,0,5,1333065600,Best rub on the market 10 years & count in,"Tried this by accident once, never found a better seasoning rub in 10 years, this & olive oil & you too can be master of the grill, I find ordering steak out a let down after this, I buy it by the case.Use as stocking stuffers."
490399,B0001W7ORY,A38X5OQQKRUI8I,"Rosanna (Vancouver, BC Canada)",1,1,5,1270512000,Simply the best!,Try these and you'll agree that they are the best tasting wafer cookie out there!  Delicate wafers wrapped up in a mouth-watering dark orange chocolate.  You won't be able to stop yourself from having another!
286856,B003WF102M,AWR7TSMMTSCTF,Milehikrs,2,2,5,1325980800,Great snack for kids,"I needed something to provide for my kid's snack at school (the parents take turns)... I like these because they are packaged two crackers to a pack, so there's not much waste (as long as you recycle the wrappers).  If you give a kid a stack of crackers, they may not eat them all, but here, they will eat the two, and ask for more if they want.  And the price turned out to be equal to buying a big box of crackers that were NOT individually wrapped.  Nice buy."
245470,B006V79HT6,A12RAOZTNMOXUY,J. L,1,1,5,1341532800,Would buy again,"The taste is not sweet at all but more light and refreshing. During the heat wave we are having now, chilled this is a good drink. I do feel more energy all day and not hungry for a couple of hours. I have tried chia seeds before and they add no taste so drinking them in the juice was OK. I will buy again, but too expensive to become a habit."
229411,B000W0A78S,A1QBOP2P7HVZBV,Yolonda M. Bradford,3,5,5,1268697600,Pleased,Product was delivered on time. I am well pleased and I would recommedn this shipper.
159123,B005ER1F3K,A32EOHLFZYXJEP,Jaylia3,4,4,5,1330214400,As delicious as its name,"This guilt free indulgence with few calories and virtually no fat is as delicious as its name. It's perfect when you want a little sweetness as a snack or after a meal, but don't want your treat to pack on pounds or clog your veins. I'm glad Amazon has started carrying this flavor because it is only intermittently available at my local supermarket."
206415,B001ACUWL4,A3RYSRBRTZB0JD,Mary S. Dickson,1,1,5,1345420800,Great omega 3,The Salba Seed oil is GREAT! I like it b/c its plant based and it does not cause any problems with my system.  It helps keep me regulated - yea -
454011,B000NB3VFM,A26D8IVRS6FUY3,"D. MacInnis ""Mac""",2,2,5,1262822400,New Zealand Honey,This honey is phenomenal - a great flavor but unusually strong.  I love it.
150956,B000HDKZJG,AVYHPWII5Z8AL,Nicole J. Talbot,0,0,5,1350777600,Brown Rice Cereal,If your looking for gluten free and oat free this is the cereal for you! It tastes like regular granola but without the oats. I add some hemp seeds to it and rice dream milk and i is amazing.
468216,B000F6UOOQ,A2X3L31KCXBHCL,"Working Mom ""Working Mom""",2,3,5,1167264000,Top Notch,Very good tea. Jasmine flavor is present but not overwhelming. Tea stays fresh in the individally wrapped packs. This is one of our favorites.
498854,B004IY18Y6,A2XIJSE14ICNZ7,Ulla N. Evans,0,0,5,1349049600,My favorite pancake mix,"When we moved from Michigan to Wisconsin, we could not find a store in the state that carried this mix.  We could not find a good subsitute so now we just order four boxes at a time from Amazon.  We really enjoy the pancakes."
467690,B0012KB466,A6CSNX4VPQKJQ,diane R,1,1,5,1288310400,My Favorite Cat food,I've read all reviews of cat food and this is the best for the price. AND my 3 cats love it. They hated the more expensive kind lucky for me
69983,B0002BKIRW,A1XLCKT18YELRD,M. Brown,0,0,5,1280707200,Refreshing!,"Like other reviewers have mentioned, this does taste very coffee-like, which is funny because it's a caffeine-free beverage.  I discovered this when I read Japanese Women Don't Get Old or Fat.  I went to a Japanese grocery store and bought a box and I took to it immediately.  I plop two bags in a pitcher of cold water and, voila!  Though at the others posters' recommendations, I may try doing it with both filtered water and a dash of honey next!"
95105,B007F557Z6,ABFSP2WUKZ5UK,"Bee Jay ""bee happy""",0,0,5,1340323200,This little piggy!  :-)),"I love this little pig timer! it is so cute and the timer actually works.  The detail is really nice and is everything as described.  The amazing thing about this order is that I received it very quickly.  I have previously ordered items directly from Collections Etc and it seems to take forever to receive my orders.  However, I don't know if it was just a fluke or because I ordered from Collections Etc THROUGH Amazon but I received the item in just a matter of 2-3 days. I am very pleased with my item and even more pleased with the short time of delivery.  I highly recommend!"
461613,B00438KUDM,A287SB50F6PVB1,David Mackie,10,10,5,1290124800,"Excellent product, excellent price","These sardines are medium sized (4 fish per can), flavorful, and retain the skin and bones for added nutrition.  The 50 piece pack is an excellent price especially considering the generous 4.4 ounce net weight.<br /><br />The ""EZ open can"" is somewhat vague.  It's a can like any other sardine can with a standard pull-tab that opens to reveal the fish.<br />But they're good fish and that's what matters."
7096,B004K30HO2,A3T7BIQ2Q0DKQJ,"Whimsy Taylor ""artist and avid reader""",1,1,1,1339545600,Spews coffee grounds inside Keurig machine K-cup holder and down into my coffee every time!,"I thought these would be the perfect answer. Sadly, I guess the pressure with which my Keurig machine shoots the water through the k-cup is too much for the disposa cup, because every single time I tried it, coffee grounds were spewed up through the tiny hole in the lid of the disposa cup all over the inside of where the k-cup sits in my keurig. And yes, I used them properly.<br /><br />So the issue, at least in my Keurig machine, seems to be with the lids. Some have suggested its a design flaw with the Keurig machine. In either case, these disposa cups were NOT the answer for me.<br /><br />Biggest waste of money ever. I cannot recommend."
484261,B000CCIX96,ADVFZ82EX8TJV,i choose not to,0,0,5,1325462400,very pleased.,very pleased. it was shipped fast. so of the candy was broken but that is about all other than that all is good.
169692,B002C1STLW,A31QLC5S27B0QC,"LJ ""LJ""",2,2,2,1321142400,My cat Hated this,"My cat normally loves tuna and salmon but hated this one. Not too moist, and no gravy at all. Looks like fish as stated but is too dry for her to eat it easily."
250887,B0026NLHDI,A3FNYVU035DV4S,Megatron,2,2,5,1297728000,Chocolate!,"This chocolate is amazing. In fact its the best chocolate I've ever had. The shipping was incredibly fast. The only complaint I have is the shape of the chocolates. I feel as if I'm the walrus and I'm consuming innocent, naive, sea creatures."
64787,B000P583YU,A1NSIQ2UVP4QFY,Dennis,1,1,5,1324080000,Great Seeds!,"These are the best sunflower seeds out there. When I was deployed to Iraq and our stash ran out, the company sent our unit an entire case! The flavor is not too strong and the seeds are always fresh, not to mention that they're giant. Now that I'm deployed again, and they don't sell Giants over here, I plan on ordering a dozen bags to share with all my friends."
243822,B002WDCFFG,A1S2SV3GPYMV67,Lawmom,8,9,5,1282348800,Best Combination of Flavor and Value,"I've had a Tassimo machine (not the same one) for nearly four years now, and have tried most if not all of the discs available through Amazon.  While I haven't been thrilled with any of the other Maxwell House discs particularly (I like a strong cup of coffee, but there are a wide variety of preferences on this issue), I've been very, very pleased with the French Roast.  It gives a strong but smooth brew and you can't beat the price--at the time I'm writing this you can get 2 packs of 16 discs of the MH French Roast for under $14, compared to 2 packs of 12 discs for more than $20 for the Starbucks blends.  I still buy Starbucks, particularly the Africa Kitamu, and Seattle's Best, particularly Henry's Blend, because I like variety in my cup of Joe, but MH's French Roast is great choice, especially if you have multiple coffee drinkers in the house and need to keep plenty of discs on hand while still keeping within your food budget!"
389842,B0008IT4OM,A1HTB488P5GRCP,Roy,2,3,1,1324598400,"This is not real chocolate, there is no coco butter inside at all.","This is not real chocolate, there is no coco butter inside at all. You get what you paid!<br /><br />This is not real chocolate, there is no coco butter inside at all. You get what you paid!"
556516,B000TAZPYM,AX5MPRUDI6HQ2,acd,9,9,5,1327190400,"good price, good flavor, great for baking","This ginger is dried perfectly - not too moist, not too dry.  It isn't stringy either in that gross cud-like way that some dried ginger/fruit can be.  If chopped/minced, it is a great addition to baked goods.  Tasty eaten on it's own too.<br /><br />Yes, it is covered in ""decorative sugar"", but I didn't find this to be a problem at all.  Not too sweet.  If you don't like the sugar though, you can just give the bag a good shake before take out the ginger."
252982,B000PSTGKW,A1KLJFICL4YVXD,bozzle,2,3,5,1306281600,Alton's version still the best one out there,"I was looking for three things in a salt container:<br /><br />1. One-handed operation. Somehow one hand is always wet during cooking, so I wanted to be able to use one hand to get at the salt. You don't have to use the metal handle near the hinge because the lid flips open with one finger very easily.<br /><br />2. A non-removable lid. Because I intended to keep this on the counter, some dust protection was necessary. Also, some containers have fully removable lids, which is terrible design because once the lid comes off, it takes up precious counter space.<br /><br />3. Easy to clean. Sometimes things get spilled on the counter and the glass and metal are much easier to keep clean than wood or bamboo.<br /><br />The tiny spoon is cute, and it's nice for precise salting. The inner glass container can be very easily lifted out for pouring and refilling. Overall a really smartly designed container."
449894,B004UOVDFI,A2OHYAZ6BH982I,Hugs_Trees,1,4,1,1328832000,"Very, very sweet","I tried this creamer because I like caramel flavored coffee and I like creamer.  Whether you will like it or not is a matter of personal preferences.  I couldn't detect any caramel taste to it.  One sip was enough for me due the overwhelming sweetness.  It tasted like someone had dropped a few dozen tablespoons of sugar in my coffee.  If you like extremely sweet coffee and don't care about caramel flavor, you might like this product.  If you mainly want caramel flavor, you would be better off with a caramel syrup or flavored coffee beans."
481157,B001EQ5KLS,A3BJINLY447GKN,"A. Williams ""Mom of 4""",3,4,5,1194998400,Best bread machine yeast,"I get this yeast locally for only one fifth the price it's sold here, so you definitely will want to look locally for this. But it is the best yeast I've found!"
278584,B00311T538,A3OXRFCJI67IMN,Bold Consumer,1,1,5,1349481600,"Full, rich taste of honey without being overpowering or overly sweet - I like it!","Honey often makes things too sweet for me. I don't like an overpowering taste.<br /><br />I made whole wheat bread with Wholesome Sweeteners Organic Fair Trade Honey. I used the same amount of honey that I usually use, but I liked the result much better. It seemed to add a full, rich, taste, but was not overly sweet or ""it is not sickly sweet"" as another poster stated it. That means I am happy to use it again and again for baking bread, my main reason for buying honey.<br /><br />I'm very pleased with this brand of honey and would gladly recommend it to those who want a full-bodied taste, but  not an overpowering sweetness"
172174,B002EDEMLY,A110N83H9Q0D0Y,Enid Grey,7,8,5,1301875200,Delicious and Fresh!,"At first I was a little worried that they would arrive and be stale, but they were not stale at all! They tasted delicious! Also, I wasn't expecting 4 lbs. to be THAT many red vines! haha. It's been a month almost and we still have plenty of them left!"
71525,B003M1PKUO,A28GBBALN87WJ2,Mirela,0,0,5,1331596800,5++ stars,"Although I don't like dark chocolate, I have to admit that these are amazingly delicious: sweet and sour with just a hint of bitterness in every little one! Great buy! Fast delivery!"
121104,B0029XBABY,A2YE8X717BJKHJ,"summer763 ""coop763""",1,1,5,1309046400,coop763,"I love this product, but if you do not have your kid on a low sugar diet they will not like fruit freezers. Since my son has never had a corn syrup and food colored freezy he does not know the diference. They are an aquired taste, but they are a guilt free treat to give to kids, once you get them un-hooked from sugar! I like them just fine myself!"
330615,B0090G84X0,ANIZ8MKHIL78X,"Conscious Consumer ""DE Conscious Consumer""",2,2,5,1348790400,Best Price!!!!,"This is a huge deal. I will not begin to comment on how much this product would cost in the stores. If you have to have fried foods and are not allergic to nuts...this is a must have. With it's phytosterol properties and vitamin E this is one of the better oils to fry with due to it being heart healthy and ability to help lower cholesterol. In addition, the flavor of this oil is light and not imposing."
418707,B000660MQA,A173FVHZ9VY9DQ,Vladimir Lenin,2,3,5,1101081600,Great Product Regardless of Whatever Party you like,This tea has wonderful blend of Chinese Black Teas which deliver wonderfully pleasant punch to the tastebuds.
227206,B0002YB210,A2C4JPRZ7VEV7A,Janet Beaudet,0,0,5,1340150400,Fantastic,"Makes fabulous sauce for stir fry.  Just sweet enough, just pungent enough.  Mix with corn starch, Raw Blue Agave, soy sauce, fresh ground ginger and add when veggies just about cooked, then stir and serve."
528018,B0078DOROW,A26ICPTKZMLHPE,Guilford Gal,4,4,5,1333929600,Best gluten free cracker ever!,Bought these for Passover since two family members are gluten intolerant. Turns out everyone thought these were better than the regular and all the gluten free ones disappeared leaving the regular type untouched. The supermarkets are sold out. I'm glad to find them here on Amazon as we want these year round. These are the best gluten free crackers we've ever tried. The toasted onion crackers are especially wonderful.
176636,B002MFZXOO,A24LJHYN6917MN,sicomono2,0,0,5,1328486400,Great coffee,"Joe's coffee is so good, my husband and I purchase it by the case.  It is so smooth and bold.  We love the coffee, we gave it for gifts at Christmas and everyone wanted to know where to purchase the coffee.  Amazon,com of course."
112135,B002KB9AF8,AZTUTNTLQ7RMI,Error1989,0,0,5,1338163200,Good,"Very crunchy and very good quality when I received it .Really nice stuff.It comes well packed,the almonds are unharmed and no damage whatsoever is visible."
332643,B0048173X4,A2UT1ZY4HJ3GPU,"B. J. Corrigan ""Literature Professor""",11,11,5,1314576000,Little Gems,"First discovered these in Rome, where they were put out every morning at the Duke Hotel in a dish at the front desk. These are exactly the same product, complete with liquid (and delicious) center. They may seem a trifle expensive, but these are truly the monarch of hard candies and worth every cent. I will continue ordering Rossanas to set out at my house and in my office."
12421,B000FBM3YK,A2EWE0GMBBUVMJ,Douglas L. Dean,1,1,5,1206144000,addictive biscuits,better than grahm crakers and they do not spike your blood sugar (at least not mine.)
227728,B001IZIB2A,A8BNRTZ8HWLTQ,Laurie C. Kruczek,1,1,5,1348617600,Great Natural Cheesecloth!,"If you are looking for unbleached cheesecloth, If You Care works great!  Make your greek yogurt and cheese with ease.  Be sure to fold over to get full straining effect.  You can reuse it by washing, if necessary. Nice product!"
121484,B0040PSNJG,AS1GNW1R6UJ67,love to shop,0,0,5,1324684800,Memories of childhood,"Every year for Christmas our Grandparents from Germany sent a tin from Germany. The arrival signaled the holiday season had officially begun. This holiday season for sentimental reason I purchased this tin and have placed it as shrine on the sideboard in my DR Christmas display. Can't wait for my family to gather this Sunday! There were a few favorites that are no longerin the tin, and since the cost was only slightly higher I can see that adjustments were made in product to avoid drastic increase in price. I was soo happy to find a perpetual calendar that will be a treasured keepsake that will take a prominent place on my wall. I am giddy to be adding the keepsake chest to the ones that were given from my childhood. This year cements the restart of a traditionas I want to be able to hand these chests down to my children - the one thing prominent in all my siblings homes are our Schmidt Festive Chests. Do Not let the price turn you away the quality and quantity of the goodies enjoyed this holiday are only paled by the memory of the chest. I display my prominently all year long, and guess what? I have a tree full of very delicate ornaments which I never worry about being broken because-yes, you guessed it-I pack ornaments in one, my porcelain Nativity in another, and have started an antique santa collection which is lookinfor a yearround home-so problem solved.<br /><br />BUY THIS YOU WILL NOT BE SORRY!!!"
26501,B001EPQ4HS,AUUFW7PTUHLT,MamaSylvia,0,0,5,1338163200,Surprisingly flexible additive,"I took advantage of the 50% off special last summer to try some new-to-me products, including 4 flavors of these sesame seeds, and loved all of them! This was probably my favorite of the four I tried; the plum/sesame flavor combination is tasty with a LOT of foods, both savory and sweet. The plum flavor is perceptible but not overwhelming. Try it on ice cream!"
214138,B000Q9TSIU,A1DCRVB137VMN8,S. R. Thompson,9,9,5,1335657600,Rice Bran Oil,I saw Rice Bran Oil talked about on Dr Oz.  He said that it doesn't turn into fat in your body and that sounded like something I definitely wanted to try. I'm glad I did.  There is virtually no taste to the oil.  It takes on the flavor of whatever you are cooking it with.  I've used it to saute garlic for pasta dishes and I couldn't taste a difference between the rice bran oil and the olive oil I usually use.  Another great trick I've found is for popcorn. I put maybe one or two tablespoons of butter in a bowl and mix it with a little of the rice bran oil.  Poured over a large bowl of popcorn it tastes like its pure butter. This is a great item to add to add to a healthy lifestyle.
313304,B003WAX3H2,A3CS6CPCYIHX5D,"Anne S. Moore ""anne sew""",5,9,5,1287273600,More coffee!!,Item arrived promptly and as advertised.  Very pleased.  Used to only drink coffee when I dined out - now I have it every day.
401750,B006XXO43M,ACT1N9Y9ODSJ3,Sourisnue,0,0,5,1338163200,Yum!,"If you like coconut water... you'll love the chocolate. Zico tastes better to me than other brands. The chocolate is my favorite over all the Zico flavors. But, unfortunately, I suppose due to demand?? the price has gone up significantly."
258965,B001EQ5JKK,A3JI2AXKMHBCDH,Midwestmom,0,0,5,1238630400,a trip to heaven,"The best tea available for the tea drinkers in the US. Can't beat the amazon price. I got a great deal because of the special running on, so I am stocked up."
308417,B0046HDZRI,A2UC6WQX0WYHEK,Ellen,0,1,2,1346112000,How Can I Describe The Sensation??,"When I pop in an Ice Breaker's Frost Mint, I get the sensation... OF BEING ON A FROZEN MOUNTAINTOP!!!<br /><br />It's been about two weeks now since I made the tragic choice to bite into an Ice Breakers Frost peppermint, and still I haven't made any progress in finding my way out of these blasted mountains. The only food I have is the rest of this pack of Ice Breakers Frost peppermints, which, unfortunately, when I eat one, keeps bringing me right back up to the top of these mountains. They are just TOO. DANG. REFRESHING. I think? I saw a sherpa once? but it could have been the statue I made out of the mints, out of desperation for some company, as I'm getting so awfully lonely. My only consolation left in this world is that, should I not find my way out of these cursed mountains, I will leave this world with cool, fresh, minty, wonderful breath. Please, tell my family that I love them, and, if they chose to eat Frost Mints, they should first tether themselves to something extremely heavy, lest they, too, get whisked away to some frozen mountaintop.... like me....."
123246,B001E5E2ZO,A3D9LM07P8CXI,Jo-Ann Hague,6,7,1,1265414400,"Torani = Great, but Torani Chocolate = Poor","I use sugar-free Torani syrups all the time, and CHOCOLATE is one of two I cannot recommend (the second is COCONUT).  The taste is chemical, not chocolate-flavored at all. Be forewarned: this syrup will not satisfy your chocolate craving."
252601,B001EQ5ERI,A2BI6SVK6YXT5I,J. Leath,4,4,5,1293926400,Wonderful value for espresso,"I bought this to try in our Saeco espresso machine, and for occasional use in the Keurig My-Cup drip coffee machine. It was a great deal at the time (still is, really). For drip coffee, it comes out full bodied, but maybe a little watery-more like a traditional Americano style espresso, with light crema. In the Saeco (which we have an ""entry level"" Saeco), it creates a wonderful medium-full bodied espresso, thick crema, and wonderful for mixing into any cappuccino or latte of your choice. It tastes like it came out of a much more expensive machine. We usually use Illy, which we're pleased with; but I'll certainly choose Lavazza in future, especially for the price."
